,car_index,fuelType,owner_id,vehicle_make,vehicle_model,vehicle_type,vehicle_year
5059,C5059,GASOLINE,7553550,Ford,Explorer,suv,2018
5060,C5060,GASOLINE,8018380,Buick,Enclave,suv,2019
5061,C5061,GASOLINE,8018380,Buick,Enclave,suv,2019
5062,C5062,GASOLINE,15797294,Subaru,Outback,suv,2016
5063,C5063,GASOLINE,1395785,BMW,3 Series,car,2018
5064,C5064,GASOLINE,8810918,Nissan,Rogue,suv,2020
5065,C5065,GASOLINE,9232195,Nissan,GT-R,car,2012
5066,C5066,GASOLINE,8018380,GMC,Acadia,suv,2019
5067,C5067,GASOLINE,8810918,Nissan,Sentra,car,2019
5068,C5068,GASOLINE,1094703,Toyota,Sienna,minivan,2015
5069,C5069,GASOLINE,3624460,Land Rover,Range Rover Sport,suv,2012
5070,C5070,GASOLINE,8810918,Nissan,Rogue,suv,2019
5071,C5071,GASOLINE,15567611,Toyota,RAV4,suv,2019
5072,C5072,GASOLINE,8018380,Kia,Sedona,minivan,2019
5073,C5073,GASOLINE,8018380,Kia,Telluride,suv,2020
5074,C5074,GASOLINE,8018380,GMC,Acadia,suv,2019
5075,C5075,GASOLINE,11852061,Toyota,Tacoma,truck,2014
5076,C5076,GASOLINE,2815756,Chevrolet,Suburban,suv,2012
5077,C5077,GASOLINE,2003155,Toyota,Tundra,truck,2014
5078,C5078,HYBRID,4296228,Toyota,Prius,car,2012
5079,C5079,GASOLINE,2789802,Volkswagen,Jetta,car,2019
5080,C5080,GASOLINE,10968359,Jaguar,F-PACE,suv,2017
5081,C5081,GASOLINE,8018380,Kia,Sedona,minivan,2019
5082,C5082,GASOLINE,3187531,Toyota,RAV4,suv,2019
5083,C5083,GASOLINE,10946249,Jeep,Wrangler,suv,2012
5084,C5084,ELECTRIC,6054447,Tesla,Model X,suv,2018
5085,C5085,GASOLINE,14678809,Jeep,Gladiator,truck,2020
5086,C5086,GASOLINE,8018380,Kia,Sedona,minivan,2019
5087,C5087,GASOLINE,8018380,GMC,Acadia,suv,2019
5088,C5088,GASOLINE,8018380,Kia,Sedona,minivan,2019
5089,C5089,ELECTRIC,4447674,Nissan,Leaf,car,2018
5090,C5090,GASOLINE,1395785,Jeep,Patriot,suv,2015
5091,C5091,GASOLINE,6464952,Subaru,Forester,suv,2014
5092,C5092,GASOLINE,3136558,Honda,Pilot,suv,2015
5093,C5093,GASOLINE,5558753,Chrysler,Sebring,car,2006
5094,C5094,GASOLINE,8810918,Nissan,Rogue,suv,2020
5095,C5095,GASOLINE,1933405,Polaris,Slingshot,car,2015
5096,C5096,GASOLINE,15797294,Nissan,Frontier,truck,2011
5097,C5097,GASOLINE,8826367,Mazda,Mazda3,car,2019
5098,C5098,GASOLINE,14359809,Mercedes-Benz,CLA-Class,car,2016
5099,C5099,GASOLINE,3624460,Porsche,Cayenne,suv,2009
5100,C5100,,1126176,Honda,Accord,car,2016
5101,C5101,GASOLINE,15573396,Ford,F-150,truck,2018
5102,C5102,GASOLINE,4036216,Volkswagen,Eos,car,2012
5103,C5103,GASOLINE,939129,Ford,F-150,truck,2016
5104,C5104,GASOLINE,939129,Toyota,4Runner,suv,2012
5105,C5105,GASOLINE,4389601,Genesis,G80,car,2017
5106,C5106,GASOLINE,4920748,Ram,Promaster Cargo Van,van,2018
5107,C5107,GASOLINE,10946249,Toyota,Tundra,truck,2010
5108,C5108,GASOLINE,8018380,GMC,Terrain,suv,2019
5109,C5109,ELECTRIC,249180,Tesla,Model 3,car,2019
5110,C5110,GASOLINE,9797838,Chrysler,Town and Country,minivan,2012
5111,C5111,GASOLINE,5558753,Ford,Taurus,car,2006
5112,C5112,GASOLINE,4389601,Ford,Mustang,car,2015
5113,C5113,GASOLINE,330406,Chrysler,Town and Country,minivan,2015
5114,C5114,GASOLINE,1954256,Ram,1500,truck,2013
5115,C5115,GASOLINE,5214286,GMC,Acadia,suv,2011
5116,C5116,GASOLINE,10946249,Audi,Q5,suv,2011
5117,C5117,GASOLINE,4447674,Chrysler,Pacifica,minivan,2019
5118,C5118,GASOLINE,8799678,Hyundai,Tucson,suv,2017
5119,C5119,GASOLINE,8018380,GMC,Terrain,suv,2019
5120,C5120,GASOLINE,6208188,Toyota,Land Cruiser,suv,2018
5121,C5121,GASOLINE,8018380,Kia,Rio 5-Door,car,2019
5122,C5122,GASOLINE,8018380,Kia,Rio 5-Door,car,2019
5123,C5123,GASOLINE,8447728,Land Rover,LR2,suv,2008
5124,C5124,GASOLINE,10946249,Honda,Element,suv,2011
5125,C5125,GASOLINE,8018380,Buick,Encore,suv,2019
5126,C5126,GASOLINE,8018380,Kia,Soul,suv,2019
5127,C5127,GASOLINE,6518168,Toyota,Corolla,car,2016
5128,C5128,GASOLINE,8018380,Kia,Rio,car,2019
5129,C5129,HYBRID,10669375,BMW,X5,suv,2017
5130,C5130,DIESEL,873042,Ram,1500,truck,2015
5131,C5131,GASOLINE,11065441,Jeep,Wrangler JK,suv,2018
5132,C5132,GASOLINE,8018380,Buick,Encore,suv,2019
5133,C5133,GASOLINE,8018380,Kia,Rio 5-Door,car,2019
5134,C5134,GASOLINE,8018380,Buick,Encore,suv,2019
5135,C5135,GASOLINE,14678809,Subaru,Crosstrek,suv,2016
5136,C5136,GASOLINE,10946249,Honda,Element,suv,2008
5137,C5137,HYBRID,10140979,Toyota,Prius,car,2008
5138,C5138,ELECTRIC,330082,Tesla,Model S,car,2016
5139,C5139,ELECTRIC,330082,Tesla,Model 3,car,2018
5140,C5140,ELECTRIC,330082,Tesla,Model X,suv,2016
5141,C5141,ELECTRIC,330082,Tesla,Model 3,car,2018
5142,C5142,ELECTRIC,10140979,Tesla,Model 3,car,2019
5143,C5143,GASOLINE,4626909,Chrysler,Pacifica,minivan,2017
5144,C5144,HYBRID,1559167,Mercedes-Benz,S-Class,car,2015
5145,C5145,GASOLINE,2588550,Jeep,Renegade,suv,2017
5146,C5146,GASOLINE,10704266,smart,fortwo,car,2013
5147,C5147,ELECTRIC,9883263,Tesla,Model S,car,2013
5148,C5148,GASOLINE,14859798,Ford,Mustang,car,2016
5149,C5149,ELECTRIC,5685292,Tesla,Model 3,car,2018
5150,C5150,GASOLINE,5820172,Mazda,MX-5 Miata,car,2016
5151,C5151,ELECTRIC,5685292,Tesla,Model 3,car,2019
5152,C5152,ELECTRIC,330082,Tesla,Model Y,suv,2020
5153,C5153,GASOLINE,927200,Ford,F-150,truck,2018
5154,C5154,GASOLINE,9390707,Chrysler,300,car,2015
5155,C5155,GASOLINE,11740191,BMW,6 Series,car,2015
5156,C5156,GASOLINE,9761878,BMW,7-Series,car,2019
5157,C5157,GASOLINE,1459048,BMW,M4,car,2015
5158,C5158,GASOLINE,8763918,Subaru,Outback,suv,2013
5159,C5159,GASOLINE,9883263,Mercedes-benz,C-Class,car,2019
5160,C5160,GASOLINE,10140979,smart,fortwo,car,2012
5161,C5161,GASOLINE,15720674,Ford,Mustang,car,2016
5162,C5162,GASOLINE,14859798,Toyota,Camry,car,2016
5163,C5163,GASOLINE,9883263,Mercedes-Benz,CLA-Class,car,2018
5164,C5164,ELECTRIC,927200,Chevrolet,Bolt EV,car,2018
5165,C5165,GASOLINE,8763918,Lexus,IS 350 C,car,2010
5166,C5166,GASOLINE,50913,Ram,1500,truck,2016
5167,C5167,GASOLINE,11806337,Jaguar,F-TYPE,car,2015
5168,C5168,GASOLINE,9459412,Mercedes-Benz,SLK-Class,car,2016
5169,C5169,GASOLINE,5820172,Audi,A4,car,2014
5170,C5170,GASOLINE,2624844,Subaru,Outback,suv,2013
5171,C5171,ELECTRIC,161542,Tesla,Model S,car,2014
5172,C5172,HYBRID,11488234,BMW,5 Series,car,2018
5173,C5173,GASOLINE,1331231,BMW,7-Series,car,2019
5174,C5174,GASOLINE,50913,MINI,Cooper Countryman,car,2014
5175,C5175,GASOLINE,1371050,Audi,Q7,suv,2017
5176,C5176,GASOLINE,9459412,Cadillac,CTS,car,2019
5177,C5177,ELECTRIC,7163692,Nissan,Leaf,car,2019
5178,C5178,GASOLINE,9459412,Mercedes-Benz,SLK-Class,car,2016
5179,C5179,GASOLINE,1331231,Audi,A8 L,car,2019
5180,C5180,GASOLINE,14859798,Ford,Focus,car,2016
5181,C5181,GASOLINE,14859798,Ford,Edge,suv,2011
5182,C5182,GASOLINE,11740191,Honda,Civic Sedan,car,2019
5183,C5183,GASOLINE,14859798,Honda,CR-V,suv,2014
5184,C5184,GASOLINE,12074407,Dodge,Charger,car,2019
5185,C5185,GASOLINE,5820172,smart,fortwo,car,2013
5186,C5186,GASOLINE,2832427,Lexus,LS 460,car,2012
5187,C5187,GASOLINE,13399344,Ram,Dakota,truck,2011
5188,C5188,GASOLINE,10416015,Hyundai,Veloster,car,2016
5189,C5189,GASOLINE,907450,Toyota,Highlander,suv,2017
5190,C5190,ELECTRIC,9459412,BMW,i3,car,2015
5191,C5191,GASOLINE,1559167,Jeep,Gladiator,truck,2020
5192,C5192,GASOLINE,795760,BMW,3 Series,car,2016
5193,C5193,HYBRID,2697430,Lexus,ES 300h,car,2016
5194,C5194,GASOLINE,9761878,Mercedes-Benz,CLA-Class,car,2018
5195,C5195,GASOLINE,7700982,Honda,Pilot,suv,2018
5196,C5196,GASOLINE,9883263,Toyota,Camry,car,2018
5197,C5197,HYBRID,2624844,Honda,Civic,car,2014
5198,C5198,GASOLINE,7232780,Ford,Expedition,suv,2018
5199,C5199,GASOLINE,15012731,BMW,2 Series,car,2017
5200,C5200,GASOLINE,7232780,Ford,F-150,truck,2018
5201,C5201,GASOLINE,11559506,BMW,X5,suv,2015
5202,C5202,ELECTRIC,2228994,Tesla,Model X,suv,2016
5203,C5203,GASOLINE,6435068,Kia,Soul,suv,2020
5204,C5204,HYBRID,7232780,BMW,I8,car,2019
5205,C5205,GASOLINE,15409795,Toyota,Corolla,car,2017
5206,C5206,GASOLINE,1371050,Infiniti,JX,suv,2013
5207,C5207,HYBRID,14825111,Toyota,Avalon,car,2019
5208,C5208,HYBRID,10746421,Toyota,Prius,car,2013
5209,C5209,GASOLINE,13708903,Toyota,Camry,car,2019
5210,C5210,GASOLINE,9459412,Mercedes-benz,GLC-Class,suv,2019
5211,C5211,GASOLINE,7232780,Ford,Explorer,suv,2019
5212,C5212,HYBRID,2697430,Toyota,Prius v,car,2012
5213,C5213,HYBRID,10746421,Ford,Fusion Hybrid,car,2017
5214,C5214,GASOLINE,11559506,BMW,3 Series,car,2013
5215,C5215,HYBRID,11514827,Toyota,Camry,car,2016
5216,C5216,HYBRID,10746421,Ford,Fusion,car,2010
5217,C5217,GASOLINE,14497872,Honda,Civic,car,2016
5218,C5218,GASOLINE,15546454,Mazda,3,car,2017
5219,C5219,ELECTRIC,14431966,BMW,i3,car,2017
5220,C5220,GASOLINE,6840779,Nissan,Cube,car,2013
5221,C5221,GASOLINE,11559506,Toyota,Camry,car,2013
5222,C5222,GASOLINE,1186913,Ford,Fusion,car,2019
5223,C5223,GASOLINE,1186913,Hyundai,Sonata,car,2016
5224,C5224,GASOLINE,1186913,Kia,Rio,car,2015
5225,C5225,ELECTRIC,9683913,Tesla,Model X,suv,2019
5226,C5226,GASOLINE,9683913,Chevrolet,Corvette,car,2017
5227,C5227,GASOLINE,1186913,Honda,Fit,car,2018
5228,C5228,GASOLINE,9683913,Chevrolet,Corvette,car,2019
5229,C5229,GASOLINE,9683913,Porsche,911,car,2018
5230,C5230,GASOLINE,5660930,Lotus,Evora,car,2013
5231,C5231,GASOLINE,9683913,Audi,Q8,suv,2019
5232,C5232,GASOLINE,1186913,MINI,Cooper Roadster,car,2015
5233,C5233,GASOLINE,9863897,Dodge,Challenger,car,2019
5234,C5234,GASOLINE,9683913,BMW,X7,suv,2019
5235,C5235,GASOLINE,9863897,Dodge,Challenger,car,2019
5236,C5236,ELECTRIC,6457208,Tesla,Model 3,car,2018
5237,C5237,GASOLINE,1186913,Mercedes-Benz,C-Class,car,2018
5238,C5238,GASOLINE,9863897,Mercedes-Benz,C-Class,car,2018
5239,C5239,GASOLINE,1186913,Kia,Sportage,suv,2018
5240,C5240,GASOLINE,11237425,Ford,Mustang,car,2019
5241,C5241,GASOLINE,1186913,Honda,Civic Sedan,car,2019
5242,C5242,,9851566,Tesla,Model 3,car,2018
5243,C5243,GASOLINE,9863897,Mercedes-benz,C-Class,car,2019
5244,C5244,GASOLINE,4136290,Jaguar,F-TYPE,car,2015
5245,C5245,GASOLINE,7504313,Chevrolet,Camaro,car,2017
5246,C5246,GASOLINE,1186913,Ford,Mustang,car,2016
5247,C5247,GASOLINE,3280890,Alfa-romeo,Giulia,car,2019
5248,C5248,ELECTRIC,2887672,Tesla,Model 3,car,2018
5249,C5249,GASOLINE,13706036,Mercedes-benz,E-Class,car,2019
5250,C5250,HYBRID,1186913,Honda,Accord Sedan,car,2020
5251,C5251,GASOLINE,15204629,BMW,7 Series,car,2016
5252,C5252,ELECTRIC,13719650,Tesla,Model 3,car,2019
5253,C5253,GASOLINE,11510472,Lexus,GX 460,suv,2018
5254,C5254,GASOLINE,9863897,Mercedes-benz,C-Class,car,2019
5255,C5255,GASOLINE,9683913,Mercedes-benz,G-Class,suv,2019
5256,C5256,GASOLINE,1186913,Mercedes-Benz,E-Class,car,2017
5257,C5257,GASOLINE,11237425,Porsche,718 Boxster,car,2018
5258,C5258,GASOLINE,11237425,Maserati,Ghibli,car,2017
5259,C5259,ELECTRIC,5660930,Tesla,Model 3,car,2019
5260,C5260,GASOLINE,1186913,Jeep,Wrangler,suv,2018
5261,C5261,ELECTRIC,11671249,Tesla,Model 3,car,2019
5262,C5262,GASOLINE,3017058,Hyundai,Elantra,car,2019
5263,C5263,GASOLINE,1186913,Honda,Accord,car,2018
5264,C5264,ELECTRIC,22238,Tesla,Model S,car,2015
5265,C5265,ELECTRIC,1976227,Tesla,Model 3,car,2018
5266,C5266,GASOLINE,9683913,Ferrari,458 Spider,car,2015
5267,C5267,ELECTRIC,12309378,Tesla,Model 3,car,2020
5268,C5268,GASOLINE,8494618,Mercedes-Benz,GL-Class,suv,2011
5269,C5269,GASOLINE,1186913,Infiniti,QX60,suv,2015
5270,C5270,GASOLINE,400559,Dodge,Grand Caravan,minivan,2018
5271,C5271,GASOLINE,9683913,Audi,R8,car,2014
5272,C5272,GASOLINE,9863897,Dodge,Challenger,car,2019
5273,C5273,HYBRID,1186913,Mercedes-benz,GLC-Class,suv,2019
5274,C5274,GASOLINE,2632951,Chevrolet,Corvette,car,2016
5275,C5275,ELECTRIC,1186913,Chevrolet,Bolt EV,car,2018
5276,C5276,GASOLINE,881065,Jeep,Wrangler,suv,2016
5277,C5277,GASOLINE,6618858,Porsche,Panamera,car,2018
5278,C5278,GASOLINE,14880036,Chevrolet,Malibu,car,2014
5279,C5279,ELECTRIC,94730,Tesla,Model S,car,2016
5280,C5280,GASOLINE,3746102,Alfa Romeo,4C,car,2016
5281,C5281,GASOLINE,1916395,Porsche,911,car,2010
5282,C5282,GASOLINE,10858691,Jeep,Wrangler Unlimited,suv,2019
5283,C5283,GASOLINE,7472366,Mercedes-Benz,GLS-Class,suv,2017
5284,C5284,HYBRID,15230718,Ford,Fusion Energi,car,2019
5285,C5285,GASOLINE,4158374,Ford,Expedition,suv,2016
5286,C5286,ELECTRIC,12967529,Tesla,Model 3,car,2020
5287,C5287,GASOLINE,584508,Ford,Explorer,suv,2016
5288,C5288,HYBRID,11022637,BMW,3 Series,car,2018
5289,C5289,HYBRID,1876077,Honda,Clarity,car,2018
5290,C5290,GASOLINE,506811,BMW,3-Series,car,2020
5291,C5291,GASOLINE,3584766,Honda,Odyssey,minivan,2006
5292,C5292,ELECTRIC,94730,Tesla,Model 3,car,2018
5293,C5293,GASOLINE,15230718,Ford,Mustang,car,2019
5294,C5294,GASOLINE,9683913,BMW,X7,suv,2019
5295,C5295,GASOLINE,1916395,Porsche,911,car,2008
5296,C5296,ELECTRIC,9527129,Tesla,Model 3,car,2018
5297,C5297,GASOLINE,400559,Chrysler,Pacifica,minivan,2018
5298,C5298,GASOLINE,301450,Audi,R8,car,2015
5299,C5299,GASOLINE,11489633,Mazda,CX-5,suv,2018
5300,C5300,ELECTRIC,11494560,Tesla,Model X,suv,2019
5301,C5301,GASOLINE,9968448,Mercedes-Benz,CLA-Class,car,2018
5302,C5302,GASOLINE,14169006,Jeep,Wrangler,suv,2013
5303,C5303,GASOLINE,9683913,Mercedes-benz,G-Class,suv,2019
5304,C5304,ELECTRIC,11627363,Tesla,Model 3,car,2017
5305,C5305,ELECTRIC,2546079,Tesla,Model X,suv,2018
5306,C5306,GASOLINE,15575664,Ford,Mustang,car,2018
5307,C5307,GASOLINE,8853685,Volkswagen,Beetle,car,2015
5308,C5308,GASOLINE,8853685,Nissan,Sentra,car,2017
5309,C5309,GASOLINE,1499120,Subaru,Forester,car,2019
5310,C5310,GASOLINE,4423729,Mazda,Mazda6,car,2019
5311,C5311,GASOLINE,2366123,Porsche,911,car,2017
5312,C5312,HYBRID,4213049,Toyota,Prius,car,2014
5313,C5313,GASOLINE,768902,Honda,Pilot,suv,2012
5314,C5314,GASOLINE,3746102,Maserati,Ghibli,car,2016
5315,C5315,GASOLINE,9723981,BMW,2 Series,car,2015
5316,C5316,GASOLINE,3547562,Chevrolet,Camaro,car,2015
5317,C5317,GASOLINE,3318945,Mercedes-Benz,C-Class,car,2009
5318,C5318,GASOLINE,2713274,Jeep,Wrangler,suv,2008
5319,C5319,GASOLINE,8853685,Hyundai,Elantra,car,2016
5320,C5320,ELECTRIC,2887606,Tesla,Model S,car,2015
5321,C5321,GASOLINE,1065681,Mercedes-Benz,G-Class,suv,2017
5322,C5322,DIESEL,11424945,Volkswagen,Jetta,car,2015
5323,C5323,HYBRID,301450,BMW,i8,car,2015
5324,C5324,GASOLINE,8853685,BMW,X5,suv,2015
5325,C5325,GASOLINE,400559,GMC,Canyon,truck,2018
5326,C5326,HYBRID,9231750,Toyota,Prius,car,2014
5327,C5327,GASOLINE,9231750,Toyota,Highlander,suv,2012
5328,C5328,GASOLINE,5660930,Lexus,RX 350,suv,2015
5329,C5329,ELECTRIC,10751498,Tesla,Model 3,car,2019
5330,C5330,GASOLINE,3677277,Chevrolet,Corvette,car,2017
5331,C5331,ELECTRIC,9807099,Tesla,Model 3,car,2019
5332,C5332,GASOLINE,8853685,Nissan,Versa,car,2017
5333,C5333,GASOLINE,9723981,Mercedes-Benz,C-Class,car,2018
5334,C5334,HYBRID,7472366,Honda,Clarity,car,2018
5335,C5335,GASOLINE,3746102,Porsche,Macan,suv,2015
5336,C5336,GASOLINE,8853685,Hyundai,Elantra,car,2016
5337,C5337,GASOLINE,4533209,Ford,Mustang,car,2017
5338,C5338,GASOLINE,15654751,Ford,Mustang,car,2017
5339,C5339,GASOLINE,14284451,Audi,R8,car,2008
5340,C5340,ELECTRIC,3547562,Chevrolet,Bolt EV,car,2019
5341,C5341,GASOLINE,9908579,BMW,3-Series,car,2020
5342,C5342,GASOLINE,5441466,Mercedes-Benz,G-Class,suv,2017
5343,C5343,GASOLINE,14593753,Jeep,Wrangler,suv,2017
5344,C5344,GASOLINE,9634099,BMW,4-Series,car,2019
5345,C5345,GASOLINE,8853685,Ford,Mustang,car,2016
5346,C5346,GASOLINE,2359196,Porsche,911,car,2013
5347,C5347,ELECTRIC,161542,Tesla,Model S,car,2016
5348,C5348,GASOLINE,5441466,Lamborghini,Huracan,car,2017
5349,C5349,GASOLINE,73134,Lexus,GX 460,suv,2016
5350,C5350,GASOLINE,4423729,Mazda,CX-9,suv,2018
5351,C5351,GASOLINE,14766523,Toyota,Sienna,minivan,2015
5352,C5352,GASOLINE,633650,Ford,Mustang,car,2012
5353,C5353,GASOLINE,633650,BMW,2 Series,car,2015
5354,C5354,GASOLINE,633650,BMW,5 Series,car,2013
5355,C5355,GASOLINE,5545263,Ford,F-150,truck,2018
5356,C5356,GASOLINE,10133270,Mercedes-Benz,M-Class,suv,2014
5357,C5357,GASOLINE,633650,BMW,3 Series,car,2015
5358,C5358,GASOLINE,3818445,Chevrolet,Equinox,suv,2012
5359,C5359,ELECTRIC,379208,Tesla,Model 3,car,2020
5360,C5360,GASOLINE,15635649,Infiniti,M35,car,2009
5361,C5361,GASOLINE,633650,Mercedes-Benz,C-Class,car,2009
5362,C5362,GASOLINE,1809789,FIAT,500,car,2012
5363,C5363,GASOLINE,10514312,Toyota,Tundra,truck,2020
5364,C5364,GASOLINE,1761272,Hyundai,Sonata,car,2015
5365,C5365,ELECTRIC,11965488,Tesla,Model 3,car,2019
5366,C5366,GASOLINE,10177649,BMW,M4,car,2016
5367,C5367,GASOLINE,11692797,Land Rover,LR2,suv,2015
5368,C5368,GASOLINE,1809789,FIAT,500,car,2013
5369,C5369,GASOLINE,11432744,Ford,Fusion,car,2017
5370,C5370,GASOLINE,15400923,Jeep,Wrangler,suv,2018
5371,C5371,GASOLINE,11432744,Kia,Optima,car,2019
5372,C5372,GASOLINE,11432744,Kia,Optima,car,2019
5373,C5373,GASOLINE,14440764,BMW,3 Series,car,2013
5374,C5374,GASOLINE,2224456,MINI,Cooper,car,2016
5375,C5375,GASOLINE,2224456,MINI,Cooper,car,2012
5376,C5376,GASOLINE,13262141,Mercedes-Benz,S-Class,car,2017
5377,C5377,GASOLINE,2224456,Chrysler,Sebring,car,2010
5378,C5378,GASOLINE,2224456,Chrysler,200,car,2012
5379,C5379,GASOLINE,2224456,Dodge,Grand Caravan,minivan,2010
5380,C5380,GASOLINE,2224456,Chrysler,Sebring,car,2008
5381,C5381,GASOLINE,2224456,Dodge,Grand Caravan,minivan,2010
5382,C5382,GASOLINE,2224456,Suzuki,XL7,suv,2008
5383,C5383,GASOLINE,2224456,Honda,Fit,car,2011
5384,C5384,GASOLINE,2224456,Toyota,Yaris,car,2009
5385,C5385,GASOLINE,2224456,Chevrolet,Spark,car,2013
5386,C5386,GASOLINE,2224456,Chevrolet,Spark,car,2013
5387,C5387,ELECTRIC,11558863,Tesla,Model S,car,2019
5388,C5388,ELECTRIC,1812982,Tesla,Model 3,car,2018
5389,C5389,GASOLINE,11558863,Mercedes-Benz,C-Class,car,2016
5390,C5390,GASOLINE,11558863,Kia,Stinger,car,2019
5391,C5391,GASOLINE,11558863,GMC,Yukon XL,suv,2016
5392,C5392,GASOLINE,10603778,Lincoln,Navigator,suv,2018
5393,C5393,GASOLINE,981556,Honda,Odyssey,minivan,2015
5394,C5394,GASOLINE,9475393,Ford,Explorer,suv,2014
5395,C5395,GASOLINE,2327860,Cadillac,Escalade,suv,2018
5396,C5396,GASOLINE,4215981,Mazda,MX-5 Miata,car,2016
5397,C5397,GASOLINE,8311517,Hyundai,Tucson,suv,2019
5398,C5398,GASOLINE,11872333,BMW,3-Series,car,2019
5399,C5399,GASOLINE,15581721,Toyota,Corolla,car,2014
5400,C5400,GASOLINE,3158952,Dodge,Journey,suv,2017
5401,C5401,GASOLINE,2854299,Chrysler,Town and Country,minivan,2012
5402,C5402,GASOLINE,15167142,Hyundai,Elantra,car,2016
5403,C5403,GASOLINE,2854299,GMC,Sierra 1500,truck,2007
5404,C5404,GASOLINE,2327860,Cadillac,ATS,car,2018
5405,C5405,GASOLINE,2327860,Jeep,Wrangler JK,suv,2018
5406,C5406,GASOLINE,2854299,Chevrolet,Impala,car,2011
5407,C5407,GASOLINE,2854299,Dodge,Dart,car,2013
5408,C5408,GASOLINE,2854299,Kia,Forte,car,2011
5409,C5409,GASOLINE,11262148,Hyundai,Sonata,car,2015
5410,C5410,GASOLINE,15108957,Ford,F-250 Super Duty,truck,2015
5411,C5411,HYBRID,7493945,Toyota,Prius,car,2007
5412,C5412,ELECTRIC,6580135,Tesla,Model 3,car,2018
5413,C5413,GASOLINE,7493945,Toyota,Corolla,car,2011
5414,C5414,GASOLINE,7493945,Chevrolet,Cruze,car,2011
5415,C5415,,3221724,Tesla,Model 3,car,2020
5416,C5416,HYBRID,7493945,Toyota,Prius,car,2007
5417,C5417,HYBRID,7493945,Toyota,Prius,car,2007
5418,C5418,GASOLINE,9422919,Mercedes-Benz,S-Class,car,2016
5419,C5419,GASOLINE,11592515,Ford,Mustang,car,2017
5420,C5420,GASOLINE,14985418,Hyundai,Sonata,car,2015
5421,C5421,GASOLINE,1889331,Ford,Mustang,car,2016
5422,C5422,GASOLINE,14985418,Mercedes-Benz,SLK-Class,car,2013
5423,C5423,GASOLINE,9422919,Chevrolet,Tahoe,suv,2015
5424,C5424,GASOLINE,9422919,Mercedes-Benz,CLS-Class,car,2016
5425,C5425,GASOLINE,7493945,Chevrolet,Uplander,minivan,2008
5426,C5426,GASOLINE,7122299,Ford,Mustang,car,2017
5427,C5427,GASOLINE,15436077,Porsche,Boxster,car,2008
5428,C5428,GASOLINE,15721481,Toyota,Camry,car,2017
5429,C5429,GASOLINE,5296304,BMW,M4,car,2015
5430,C5430,GASOLINE,9096114,Hyundai,Elantra,car,2018
5431,C5431,GASOLINE,8701187,Toyota,RAV4,suv,2018
5432,C5432,DIESEL,9473231,Mercedes-Benz,GL-Class,suv,2012
5433,C5433,GASOLINE,15301807,Ford,Mustang,car,2020
5434,C5434,GASOLINE,15046338,Jeep,Wrangler JK,suv,2018
5435,C5435,GASOLINE,5499444,Land Rover,Range Rover Velar,suv,2018
5436,C5436,GASOLINE,3513260,BMW,1 Series,car,2011
5437,C5437,GASOLINE,6867103,Jeep,Gladiator,truck,2020
5438,C5438,GASOLINE,14985418,Chevrolet,Malibu,car,2015
5439,C5439,GASOLINE,3513260,Mercedes-Benz,E-Class,car,2011
5440,C5440,GASOLINE,2385939,Ford,Mustang,car,2013
5441,C5441,GASOLINE,15301807,Ford,Mustang,car,2020
5442,C5442,GASOLINE,11592515,Mercedes-Benz,CLA-Class,car,2014
5443,C5443,GASOLINE,11592515,Ford,Mustang,car,2017
5444,C5444,GASOLINE,903848,BMW,4 Series,car,2016
5445,C5445,GASOLINE,14647538,Ford,Mustang,car,2018
5446,C5446,GASOLINE,14610786,Jaguar,F-PACE,suv,2018
5447,C5447,GASOLINE,11351604,Porsche,Macan,suv,2015
5448,C5448,ELECTRIC,11427405,Tesla,Model 3,car,2019
5449,C5449,GASOLINE,7526758,Mercedes-Benz,C-Class,car,2013
5450,C5450,GASOLINE,14985418,Dodge,Grand Caravan,minivan,2012
5451,C5451,GASOLINE,7122299,Porsche,Boxster,car,2006
5452,C5452,GASOLINE,15436077,BMW,3 Series,car,2013
5453,C5453,GASOLINE,15721481,Toyota,Tacoma,truck,2020
5454,C5454,GASOLINE,14985418,Chrysler,200,car,2012
5455,C5455,GASOLINE,5296304,Mercedes-Benz,C-Class,car,2017
5456,C5456,GASOLINE,439974,BMW,M4,car,2016
5457,C5457,GASOLINE,14985418,Dodge,Dart,car,2013
5458,C5458,GASOLINE,3123958,Jaguar,F-TYPE,car,2014
5459,C5459,GASOLINE,11508633,Land Rover,Range Rover Sport,suv,2018
5460,C5460,GASOLINE,3123958,Jaguar,F-TYPE,car,2015
5461,C5461,GASOLINE,451389,Mercedes-Benz,E-Class,car,2016
5462,C5462,ELECTRIC,330094,Tesla,Model S,car,2016
5463,C5463,GASOLINE,598488,Jeep,Wrangler JK,suv,2018
5464,C5464,GASOLINE,7846509,Chevrolet,Corvette,car,2015
5465,C5465,GASOLINE,15436077,Mitsubishi,Outlander,suv,2014
5466,C5466,GASOLINE,11592515,Toyota,C-HR,car,2019
5467,C5467,GASOLINE,11592515,Toyota,C-HR,suv,2018
5468,C5468,GASOLINE,598488,Chevrolet,Equinox,suv,2018
5469,C5469,GASOLINE,3123958,Chevrolet,Corvette,car,2016
5470,C5470,GASOLINE,15436077,Kia,Optima,car,2019
5471,C5471,ELECTRIC,9474691,Tesla,Model 3,car,2019
5472,C5472,GASOLINE,9122644,Dodge,Ram 1500,truck,2019
